CompoundType (class=java.lang.String)
c_1-arachidonoyl-GPE+%2820%3A4n6%29* = Compound
c_Unknown+-+21383 = Compound
c_guanidinosuccinate = Compound
c_5-bromotryptophan = Compound
c_Unknown+-+11593 = Compound
c_tauroursodeoxycholate = Compound
c_Unknown+-+12442 = Compound
p_Phosphatidylinositol+%28PI%29 = Sub+Pathway
c_perfluorooctanoate+%28PFOA%29* = Compound
c_Unknown+-+24425 = Compound
c_sphingomyelin+%28d18%3A2%2F21%3A0%2C+d16%3A2%2F23%3A0%29* = Compound
c_glucuronide+of+piperine+metabolite+C17H21NO3+%285%29* = Compound
c_Unknown+-+24422 = Compound
c_Unknown+-+14626 = Compound
p_Benzoate+Metabolism = Sub+Pathway
c_acesulfame = Compound
c_ceramide+%28d18%3A1%2F14%3A0%2C+d16%3A1%2F16%3A0%29* = Compound
p_Fructose%2C+Mannose+and+Galactose+Metabolism = Sub+Pathway
c_1-docosapentaenoyl-GPC+%2822%3A5n3%29* = Compound
c_glucuronide+of+C10H18O2+%287%29* = Compound
c_Unknown+-+12411 = Compound
c_Unknown+-+11564 = Compound
c_docosapentaenoate+%28n6+DPA%3B+22%3A5n6%29 = Compound
c_N2%2CN2-dimethylguanosine = Compound
c_Unknown+-+24870 = Compound
c_C-glycosyltryptophan = Compound
c_xylose = Compound
c_Unknown+-+21364 = Compound
c_tartronate+%28hydroxymalonate%29 = Compound
c_phosphatidylcholine+%2815%3A0%2F18%3A1%2C+17%3A0%2F16%3A1%2C+16%3A0%2F17%3A1%29* = Compound
sp_Nucleotide = Super+Pathway
c_gulonate* = Compound
c_glycocholate = Compound
c_4-methoxyphenol+sulfate = Compound
c_dodecenedioate+%28C12%3A1-DC%29* = Compound
c_arginine = Compound
c_Unknown+-+21467 = Compound
c_diacylglycerol+%2814%3A0%2F18%3A1%2C+16%3A0%2F16%3A1%29+%5B2%5D* = Compound
c_betaine = Compound
c_Unknown+-+23644 = Compound
c_homostachydrine* = Compound
c_1-docosahexaenoyl-GPE+%2822%3A6%29* = Compound
c_Unknown+-+19141 = Compound
c_cysteine = Compound
c_myo-inositol = Compound
c_taurolithocholate+3-sulfate = Compound
c_Unknown+-+24970 = Compound
c_1-oleoyl-2-dihomo-linoleoyl-GPC+%2818%3A1%2F20%3A2%29* = Compound
c_hypoxanthine = Compound
c_Unknown+-+23641 = Compound
p_Long+Chain+Fatty+Acid = Sub+Pathway
c_3-hydroxymyristate = Compound
c_1-linoleoyl-2-arachidonoyl-GPC+%2818%3A2%2F20%3A4n6%29* = Compound
c_2-methylbutyrylcarnitine+%28C5%29 = Compound
c_indolelactate = Compound
p_Ketone+Bodies = Sub+Pathway
c_sphinganine-1-phosphate = Compound
c_Unknown+-+23659 = Compound
c_aconitate+%5Bcis+or+trans%5D = Compound
c_1-arachidonoyl-GPA+%2820%3A4%29 = Compound
c_Unknown+-+24983 = Compound
c_Unknown+-+23652 = Compound
c_Unknown+-+12524 = Compound
c_pregnenediol+sulfate+%28C21H34O5S%29* = Compound
c_sphingomyelin+%28d18%3A1%2F14%3A0%2C+d16%3A1%2F16%3A0%29* = Compound
p_Hemoglobin+and+Porphyrin+Metabolism = Sub+Pathway
c_Unknown+-+21471 = Compound
c_Unknown+-+21470 = Compound
c_docosatrienoate+%2822%3A3n6%29* = Compound
c_1-arachidonoyl-GPI+%2820%3A4%29* = Compound
c_Unknown+-+21448 = Compound
c_Unknown+-+22775 = Compound
c_Unknown+-+21444 = Compound
c_Unknown+-+24953 = Compound
c_Unknown+-+24951 = Compound
c_Unknown+-+24952 = Compound
c_Unknown+-+21442 = Compound
c_Unknown+-+21441 = Compound
c_1-%281-enyl-palmitoyl%29-2-docosahexaenoyl-GPE+%28P-16%3A0%2F22%3A6%29* = Compound
c_phenyllactate+%28PLA%29 = Compound
c_Unknown+-+22789 = Compound
c_glycerophosphorylcholine+%28GPC%29 = Compound
c_Unknown+-+23636 = Compound
c_Unknown+-+23637 = Compound
c_1-linoleoyl-2-arachidonoyl-GPE+%2818%3A2%2F20%3A4%29* = Compound
c_Unknown+-+23639 = Compound
c_2-pyrrolidinone = Compound
c_cortisone = Compound
p_Creatine+Metabolism = Sub+Pathway
c_%28N%281%29+%2B+N%288%29%29-acetylspermidine = Compound
c_Unknown+-+13835 = Compound
c_hexadecanedioate+%28C16-DC%29 = Compound
c_glucose = Compound
c_2%27-deoxyuridine = Compound
c_Unknown+-+24932 = Compound
c_Unknown+-+16071 = Compound
c_1-methylurate = Compound
c_chenodeoxycholate = Compound
c_benzoate = Compound
c_caffeic+acid+sulfate = Compound
c_3-methyl-2-oxobutyrate = Compound
c_Unknown+-+22764 = Compound
c_1-docosahexaenoylglycerol+%2822%3A6%29 = Compound
p_Chemical = Sub+Pathway
p_Lysoplasmalogen = Sub+Pathway
c_Unknown+-+24947 = Compound
c_Unknown+-+24948 = Compound
c_Unknown+-+16087 = Compound
c_Unknown+-+24949 = Compound
c_12%2C13-DiHOME = Compound
c_1-palmitoleoyl-2-linolenoyl-GPC+%2816%3A1%2F18%3A3%29* = Compound
c_ergothioneine = Compound
c_N-octanoylglycine = Compound
p_Medium+Chain+Fatty+Acid = Sub+Pathway
c_methionine+sulfoxide = Compound
c_3-hydroxybutyrylcarnitine+%282%29 = Compound
c_dihomo-linolenoylcarnitine+%28C20%3A3n3+or+6%29* = Compound
c_sulfate* = Compound
c_serylleucine = Compound
c_tartarate = Compound
c_linoleoyl-linolenoyl-glycerol+%2818%3A2%2F18%3A3%29+%5B1%5D* = Compound
c_3-hydroxyhippurate = Compound
c_serotonin = Compound
c_isobutyrylcarnitine+%28C4%29 = Compound
c_Unknown+-+21411 = Compound
c_Unknown+-+18249 = Compound
c_N-acetylarginine = Compound
c_N-acetylcitrulline = Compound
c_3-hydroxybutyrylcarnitine+%281%29 = Compound
c_delta-tocopherol = Compound
c_13-methylmyristate+%28i15%3A0%29 = Compound
c_pyroglutamine* = Compound
c_Unknown+-+09789 = Compound
c_4-methyl-2-oxopentanoate = Compound
c_Unknown+-+21410 = Compound
c_chiro-inositol = Compound
p_Drug+-+Analgesics%2C+Anesthetics = Sub+Pathway
c_2-aminoadipate = Compound
c_gamma-glutamyltyrosine = Compound
c_1-palmitoleoyl-GPE+%2816%3A1%29* = Compound
c_deoxycholate = Compound
p_Diacylglycerol = Sub+Pathway
c_erythronate* = Compound
c_allantoin = Compound
c_1-stearoyl-2-adrenoyl-GPE+%2818%3A0%2F22%3A4%29* = Compound
c_glycine+conjugate+of+C10H12O2* = Compound
p_Ceramides = Sub+Pathway
c_glycochenodeoxycholate = Compound
c_taurocholate = Compound
c_homocitrulline = Compound
c_6-hydroxyindole+sulfate = Compound
c_1-ribosyl-imidazoleacetate* = Compound
c_Unknown+-+12695++-+retired+for+alpha-keto-glutaramate** = Compound
c_gamma-carboxyglutamate = Compound
c_stearoylcarnitine+%28C18%29 = Compound
c_4-methylcatechol+sulfate = Compound
c_guanidinoacetate = Compound
c_4-hydroxyglutamate = Compound
c_Unknown+-+17340 = Compound
c_arabitol%2Fxylitol = Compound
c_1-palmityl-2-dihomo-linolenoyl-GPC+%28O-16%3A0%2F20%3A3%29* = Compound
c_alpha-hydroxyisocaproate = Compound
c_sphingomyelin+%28d17%3A1%2F16%3A0%2C+d18%3A1%2F15%3A0%2C+d16%3A1%2F17%3A0%29* = Compound
c_4-ethylphenylsulfate = Compound
c_Unknown+-+17469+-+retired+for+lithocholic+acid+sulfate+%281%29 = Compound
c_Unknown+-+17359 = Compound
c_Unknown+-+17357 = Compound
c_1-eicosenoyl-GPC+%2820%3A1%29* = Compound
c_Unknown+-+17351 = Compound
c_sphingomyelin+%28d18%3A0%2F18%3A0%2C+d19%3A0%2F17%3A0%29* = Compound
c_threonate = Compound
c_Unknown+-+12906 = Compound
c_alanine = Compound
c_5-hydroxyhexanoate = Compound
c_pregnanediol-3-glucuronide = Compound
c_dihomo-linolenate+%2820%3A3n3+or+n6%29 = Compound
c_1-methylhistidine = Compound
c_campesterol = Compound
c_1-%281-enyl-palmitoyl%29-2-arachidonoyl-GPE+%28P-16%3A0%2F20%3A4%29* = Compound
c_N-acetyl-isoputreanine* = Compound
c_glucuronide+of+C10H14O2+%284%29* = Compound
c_Unknown+-+17327 = Compound
c_1-stearoyl-GPE+%2818%3A0%29 = Compound
c_Unknown+-+17328 = Compound
c_cys-gly%2C+oxidized = Compound
c_erythritol = Compound
c_Unknown+-+21821 = Compound
c_3%2C4-methyleneheptanoylcarnitine = Compound
c_Unknown+-+17325 = Compound
c_nicotinamide = Compound
c_1-myristoyl-2-linoleoyl-GPC+%2814%3A0%2F18%3A2%29* = Compound
c_Unknown+-+21829 = Compound
c_N-behenoyl-sphingadienine+%28d18%3A2%2F22%3A0%29* = Compound
c_bilirubin+%28E%2CZ+or+Z%2CE%29* = Compound
c_1-linoleoyl-GPI+%2818%3A2%29* = Compound
c_1-palmitoyl-GPC+%2816%3A0%29 = Compound
c_glycochenodeoxycholate+sulfate = Compound
c_2-myristoyl-GPC+%2814%3A0%29* = Compound
2786700 = Metabolite
2786701 = Minor+Metabolite
2786702 = Minor+Metabolite
2786703 = Enzyme
2786704 = Metabolite
2786705 = Metabolite
2786706 = Minor+Metabolite
2786707 = Minor+Metabolite
2786708 = Enzyme
2786709 = Metabolite
c_ornithine = Compound
c_Unknown+-+17337 = Compound
c_Unknown+-+21834 = Compound
c_pregnenediol+disulfate+%28C21H34O8S2%29* = Compound
c_Unknown+-+17335 = Compound
c_tauro-beta-muricholate = Compound
c_2%2C3-dihydroxy-2-methylbutyrate = Compound
2786711 = Minor+Metabolite
2786712 = Minor+Metabolite
2786713 = Cofactor
2786714 = Enzyme
2786715 = Metabolite
2786716 = Metabolite
2786717 = Enzyme
2786718 = Metabolite
2786719 = Metabolite
c_3-%284-hydroxyphenyl%29lactate = Compound
c_1-stearyl-2-docosapentaenoyl-GPC+%28O-18%3A0%2F22%3A5n3%29* = Compound
p_Fatty+Acid+Synthesis = Sub+Pathway
p_Sphingolipid+Metabolism = Sub+Pathway
c_arachidonoylcarnitine+%28C20%3A4%29 = Compound
c_N-palmitoyl-sphingosine+%28d18%3A1%2F16%3A0%29 = Compound
2786720 = Enzyme
c_thyroxine = Compound
2786722 = Metabolite
2786723 = Minor+Metabolite
2786724 = Enzyme
c_vanillylmandelate+%28VMA%29 = Compound
2786725 = Cofactor
2786726 = Metabolite
2786727 = Minor+Metabolite
2786728 = Minor+Metabolite
2786729 = Minor+Metabolite
c_1-stearoyl-2-dihomo-linolenoyl-GPC+%2818%3A0%2F20%3A3n3+or+6%29* = Compound
c_theophylline = Compound
c_cinnamoylglycine = Compound
c_sphingomyelin+%28d18%3A1%2F22%3A1%2C+d18%3A2%2F22%3A0%2C+d16%3A1%2F24%3A1%29* = Compound
c_1-pentadecanoyl-2-arachidonoyl-GPC+%2815%3A0%2F20%3A4%29* = Compound
c_1-arachidonylglycerol+%2820%3A4%29 = Compound
c_phosphate = Compound
c_13-HODE+%2B+9-HODE = Compound
c_1-pentadecanoylglycerol+%2815%3A0%29 = Compound
2786730 = Metabolite
2786731 = Enzyme
sp_Carbohydrate = Super+Pathway
2786733 = Metabolite
2786734 = Enzyme
2786737 = Enzyme
2786739 = Cofactor
c_leucine = Compound
c_1-stearyl-2-linoleoyl-GPC+%28O-18%3A0%2F18%3A2%29* = Compound
c_7-methylguanine = Compound
c_gamma-glutamylphenylalanine = Compound
c_myristate+%2814%3A0%29 = Compound
c_docosahexaenoylcarnitine+%28C22%3A6%29* = Compound
c_Unknown+-+15469 = Compound
c_nonadecanoate+%2819%3A0%29 = Compound
c_sphingomyelin+%28d18%3A1%2F25%3A0%2C+d19%3A0%2F24%3A1%2C+d20%3A1%2F23%3A0%2C+d19%3A1%2F24%3A0%29* = Compound
c_Unknown+-+15461 = Compound
c_N-acetylputrescine = Compound
c_1-oleoyl-2-docosapentaenoyl-GPC+%2818%3A1%2F22%3A5n3%29* = Compound
c_N-acetyl-3-methylhistidine* = Compound
c_1-stearoyl-2-oleoyl-GPI+%2818%3A0%2F18%3A1%29* = Compound
sp_Partially+Characterized+Molecules = Super+Pathway
c_fumarate = Compound
c_1-linoleoyl-GPC+%2818%3A2%29 = Compound
c_linolenoylcarnitine+%28C18%3A3%29* = Compound
c_catechol+sulfate = Compound
c_Unknown+-+17653 = Compound
c_Unknown+-+17654 = Compound
c_1-margaroyl-2-oleoyl-GPC+%2817%3A0%2F18%3A1%29* = Compound
c_uridine = Compound
c_1-palmitoyl-2-linoleoyl-GPI+%2816%3A0%2F18%3A2%29 = Compound
c_urea = Compound
c_glycine = Compound
p_Pyrimidine+Metabolism%2C+Thymine+containing = Sub+Pathway
c_quinolinate = Compound
c_1-%281-enyl-palmitoyl%29-2-oleoyl-GPC+%28P-16%3A0%2F18%3A1%29* = Compound
c_linoleoyl-linoleoyl-glycerol+%2818%3A2%2F18%3A2%29+%5B1%5D* = Compound
c_phosphatidylcholine+%2816%3A0%2F22%3A5n3%2C+18%3A1%2F20%3A4%29* = Compound
c_1-pentadecanoyl-2-linoleoyl-GPC+%2815%3A0%2F18%3A2%29* = Compound
c_17-methylstearate+%28i19%3A0%29 = Compound
c_acisoga = Compound
p_Phospholipid+Metabolism = Sub+Pathway
c_adrenate+%2822%3A4n6%29 = Compound
c_N-methylpipecolate = Compound
c_lysine = Compound
c_1-palmitoyl-2-linoleoyl-GPE+%2816%3A0%2F18%3A2%29 = Compound
c_1-palmitoyl-2-linoleoyl-GPC+%2816%3A0%2F18%3A2%29 = Compound
c_glycodeoxycholate = Compound
c_dimethylarginine+%28SDMA+%2B+ADMA%29 = Compound
c_mannose = Compound
c_1-palmitoleoyl-GPC+%2816%3A1%29* = Compound
c_betonicine = Compound
c_1-myristoyl-GPC+%2814%3A0%29 = Compound
p_Lysine+Metabolism = Sub+Pathway
c_fructose = Compound
c_palmitoleoyl-oleoyl-glycerol+%2816%3A1%2F18%3A1%29+%5B1%5D* = Compound
c_1-stearoyl-GPI+%2818%3A0%29 = Compound
c_N-acetylisoleucine = Compound
c_4-hydroxy-2-oxoglutaric+acid = Compound
c_Unknown+-+18938 = Compound
c_Unknown+-+17612 = Compound
c_levetiracetam = Compound
c_6-oxopiperidine-2-carboxylate = Compound
c_dodecadienoate+%2812%3A2%29* = Compound
c_arachidate+%2820%3A0%29 = Compound
c_phenylpyruvate = Compound
c_beta-hydroxyisovalerate = Compound
c_1-eicosapentaenoyl-GPE+%2820%3A5%29* = Compound
c_2-palmitoyl-GPC+%2816%3A0%29* = Compound
c_1-%281-enyl-oleoyl%29-2-docosahexaenoyl-GPC+%28P-18%3A1%2F22%3A6%29* = Compound
p_Pentose+Metabolism+ = Sub+Pathway
c_Unknown+-+18913 = Compound
c_1%2C3%2C7-trimethylurate = Compound
c_3-hydroxypyridine+sulfate = Compound
c_sebacate+%28C10-DC%29 = Compound
c_picolinate = Compound
c_proline = Compound
c_3-carboxy-4-methyl-5-pentyl-2-furanpropionate+%283-Cmpfp%29** = Compound
c_N-linoleoyltaurine* = Compound
c_Unknown+-+18914 = Compound
c_Unknown+-+18921 = Compound
c_Unknown+-+18922 = Compound
c_palmitamide+%2816%3A0%29 = Compound
c_1-adrenoyl-GPC+%2822%3A4%29* = Compound
c_bilirubin+%28Z%2CZ%29 = Compound
2786698 = Enzyme
2786699 = Metabolite
p_Drug+-+Gastrointestinal = Sub+Pathway
c_sucrose = Compound
c_4-cholesten-3-one = Compound
c_gamma-glutamylhistidine = Compound
c_N4-acetylcytidine = Compound
c_Unknown+-+13684 = Compound
c_myristoyl-linoleoyl-glycerol+%2814%3A0%2F18%3A2%29+%5B1%5D* = Compound
p_Purine+Metabolism%2C+Guanine+containing = Sub+Pathway
c_Unknown+-+24337 = Compound
c_1-nonadecanoyl-GPC+%2819%3A0%29 = Compound
c_sphingomyelin+%28d18%3A2%2F14%3A0%2C+d18%3A1%2F14%3A1%29* = Compound
c_methylmalonate+%28MMA%29 = Compound
c_palmitoyl-oleoyl-glycerol+%2816%3A0%2F18%3A1%29+%5B1%5D* = Compound
c_orotate = Compound
c_octadecenedioate+%28C18%3A1-DC%29* = Compound
c_xanthine = Compound
c_Unknown+-+18901 = Compound
c_1-oleoyl-2-linoleoyl-GPC+%2818%3A1%2F18%3A2%29* = Compound
c_N1-methylinosine = Compound
p_Fatty+Acid%2C+Dicarboxylate = Sub+Pathway
c_pyridoxate = Compound
c_dimethyl+sulfoxide+%28DMSO%29 = Compound
c_2-palmitoleoyl-GPC+%2816%3A1%29* = Compound
c_Unknown+-+22162 = Compound
c_Unknown+-+11483 = Compound
c_anserine = Compound
c_1-%281-enyl-palmitoyl%29-2-linoleoyl-GPE+%28P-16%3A0%2F18%3A2%29* = Compound
c_N1-methyladenosine = Compound
c_1-palmityl-GPC+%28O-16%3A0%29 = Compound
c_3-methyl+catechol+sulfate+%281%29 = Compound
c_3b-hydroxy-5-cholenoic+acid = Compound
c_glycerate = Compound
c_mead+acid+%2820%3A3n9%29 = Compound
c_Unknown+-+21286 = Compound
c_Unknown+-+21285 = Compound
c_nisinate+%2824%3A6n3%29 = Compound
c_glycochenodeoxycholate+glucuronide+%281%29 = Compound
c_Unknown+-+24328 = Compound
c_Unknown+-+11491 = Compound
c_2-oxoarginine* = Compound
p_Phosphatidylethanolamine+%28PE%29 = Sub+Pathway
p_Polyamine+Metabolism = Sub+Pathway
c_glucuronide+of+C10H18O2+%288%29* = Compound
c_pyroglutamylglycine = Compound
c_Unknown+-+12798 = Compound
c_1-palmitoyl-2-%28hydroxylinoleoyl%29-GPC+%2816%3A0%2F18%3A2%28OH%29%29* = Compound
c_Unknown+-+11470 = Compound
c_1-%281-enyl-stearoyl%29-2-linoleoyl-GPE+%28P-18%3A0%2F18%3A2%29* = Compound
c_5-dodecenoate+%2812%3A1n7%29 = Compound
c_Unknown+-+24306 = Compound
c_cyclo%28leu-pro%29 = Compound
c_carnitine = Compound
c_2-linoleoyl-GPE+%2818%3A2%29* = Compound
c_Unknown+-+24307 = Compound
c_trans-4-hydroxyproline = Compound
c_Unknown+-+24309 = Compound
c_1-oleoyl-2-linoleoyl-GPE+%2818%3A1%2F18%3A2%29* = Compound
c_nervonate+%2824%3A1n9%29* = Compound
c_phenylacetylglycine = Compound
c_4-acetylphenol+sulfate = Compound
c_sulfate+of+piperine+metabolite+C16H19NO3+%282%29* = Compound
c_linoleate+%2818%3A2n6%29 = Compound
c_Unknown+-+11478 = Compound
c_myristoyl+dihydrosphingomyelin+%28d18%3A0%2F14%3A0%29* = Compound
c_Unknown+-+12329 = Compound
c_N-acetyl-beta-alanine = Compound
c_Unknown+-+11440 = Compound
c_Unknown+-+11442 = Compound
c_Unknown+-+11441 = Compound
c_Unknown+-+11444 = Compound
c_3-hydroxyhexanoate = Compound
c_stearamide+%2818%3A0%29 = Compound
c_S-1-pyrroline-5-carboxylate = Compound
c_Unknown+-+24757 = Compound
c_S-methylcysteine+sulfoxide = Compound
c_3-hydroxydecanoate = Compound
c_1-%281-enyl-palmitoyl%29-2-palmitoleoyl-GPC+%28P-16%3A0%2F16%3A1%29* = Compound
p_Purine+Metabolism%2C+Adenine+containing = Sub+Pathway
p_Fatty+Acid%2C+Dihydroxy = Sub+Pathway
c_Unknown+-+21258 = Compound
c_sphingomyelin+%28d18%3A0%2F20%3A0%2C+d16%3A0%2F22%3A0%29* = Compound
c_1-stearoyl-2-arachidonoyl-GPC+%2818%3A0%2F20%3A4%29 = Compound
c_Unknown+-+24766 = Compound
c_gamma-glutamylisoleucine* = Compound
c_glucuronide+of+piperine+metabolite+C17H21NO3+%284%29* = Compound
c_Unknown+-+24765 = Compound
c_1-pentadecanoyl-GPC+%2815%3A0%29* = Compound
c_N-acetylaspartate+%28NAA%29 = Compound
c_alpha-CEHC+sulfate = Compound
c_O-sulfo-L-tyrosine = Compound
c_N-acetylleucine = Compound
c_hexanoylglycine = Compound
c_Unknown+-+21341 = Compound
c_Unknown+-+11549 = Compound
c_Unknown+-+13728 = Compound
c_Unknown+-+13729 = Compound
c_threonine = Compound
c_2-hydroxyibuprofen = Compound
c_urate = Compound
c_bradykinin%2C+des-arg%289%29 = Compound
c_Unknown+-+21353 = Compound
c_2-hydroxybutyrate%2F2-hydroxyisobutyrate = Compound
c_Unknown+-+21327 = Compound
p_Riboflavin+Metabolism = Sub+Pathway
c_Unknown+-+12851 = Compound
c_Unknown+-+24832 = Compound
c_1-oleoylglycerol+%2818%3A1%29 = Compound
c_N-acetyl-aspartyl-glutamate+%28NAAG%29 = Compound
c_laurate+%2812%3A0%29 = Compound
c_sulfate+of+piperine+metabolite+C18H21NO3+%281%29* = Compound
c_Unknown+-+24831 = Compound
c_1-%281-enyl-stearoyl%29-2-docosahexaenoyl-GPC+%28P-18%3A0%2F22%3A6%29* = Compound
sp_Xenobiotics = Super+Pathway
c_Unknown+-+11522 = Compound
c_pantothenate = Compound
c_phytanate = Compound
c_margarate+%2817%3A0%29 = Compound
c_Unknown+-+21339 = Compound
c_sphingomyelin+%28d18%3A1%2F17%3A0%2C+d17%3A1%2F18%3A0%2C+d19%3A1%2F16%3A0%29 = Compound
c_1-palmityl-2-stearoyl-GPC+%28O-16%3A0%2F18%3A0%29* = Compound
c_Unknown+-+11530 = Compound
c_1-stearoyl-2-docosahexaenoyl-GPE+%2818%3A0%2F22%3A6%29* = Compound
c_1-stearoyl-2-docosahexaenoyl-GPC+%2818%3A0%2F22%3A6%29 = Compound
c_Unknown+-+23997 = Compound
c_phenylacetate = Compound
c_Unknown+-+24849 = Compound
c_docosadioate+%28C22-DC%29 = Compound
c_1-stearoyl-2-dihomo-linolenoyl-GPI+%2818%3A0%2F20%3A3n3+or+6%29* = Compound
c_ursodeoxycholate = Compound
c_arachidonoylcholine = Compound
c_ribulonate%2Fxylulonate* = Compound
c_I-urobilinogen = Compound
c_hippurate = Compound
c_4-imidazoleacetate = Compound
c_1-stearyl-2-arachidonoyl-GPC+%28O-18%3A0%2F20%3A4%29* = Compound
c_1-palmitoleoyl-2-eicosapentaenoyl-GPC+%2816%3A1%2F20%3A5%29* = Compound
c_2-stearoyl-GPI+%2818%3A0%29* = Compound
c_3-hydroxystearate = Compound
c_Unknown+-+24813 = Compound
c_Unknown+-+12839 = Compound
c_9-hydroxystearate = Compound
c_suberoylcarnitine+%28C8-DC%29 = Compound
c_Unknown+-+21319 = Compound
c_Unknown+-+21315 = Compound
c_1-linoleoyl-GPE+%2818%3A2%29* = Compound
c_1-%281-enyl-stearoyl%29-2-docosapentaenoyl-GPE+%28P-18%3A0%2F22%3A5n3%29* = Compound
c_Unknown+-+21312 = Compound
c_Unknown+-+21796 = Compound
c_Unknown+-+23974 = Compound
c_Unknown+-+17299 = Compound
c_1-heptadecenoyl-GPC+%2817%3A1%29* = Compound
c_cysteine+s-sulfate = Compound
c_Unknown+-+21310 = Compound
p_Mevalonate+Metabolism = Sub+Pathway
c_adenosine+3%27%2C5%27-cyclic+monophosphate+%28cAMP%29 = Compound
c_Unknown+-+21792 = Compound
c_Unknown+-+12844 = Compound
c_Unknown+-+12847 = Compound
c_Unknown+-+12846 = Compound
c_Unknown+-+12849 = Compound
c_palmitoyl-linoleoyl-glycerol+%2816%3A0%2F18%3A2%29+%5B2%5D* = Compound
c_diacylglycerol+%2814%3A0%2F18%3A1%2C+16%3A0%2F16%3A1%29+%5B1%5D* = Compound
c_2-hydroxydecanoate = Compound
c_eicosenoate+%2820%3A1%29 = Compound
c_sphingomyelin+%28d17%3A2%2F16%3A0%2C+d18%3A2%2F15%3A0%29* = Compound
c_1-arachidonoyl-GPC+%2820%3A4n6%29* = Compound
p_Purine+Metabolism%2C+%28Hypo%29Xanthine%2FInosine+containing = Sub+Pathway
c_adenine = Compound
p_Fatty+Acid+Metabolism+%28Acyl+Glutamine%29 = Sub+Pathway
c_oleoyl-arachidonoyl-glycerol+%2818%3A1%2F20%3A4%29+%5B1%5D* = Compound
c_Unknown+-+12812 = Compound
c_gamma-glutamyl-epsilon-lysine = Compound
c_Unknown+-+12816 = Compound
c_3-methylglutaconate = Compound
p_Phenylalanine+Metabolism = Sub+Pathway
c_1-linolenoyl-GPE+%2818%3A3%29* = Compound
c_Unknown+-+12822 = Compound
c_citrate = Compound
c_Unknown+-+21742 = Compound
c_lactate = Compound
p_Phosphatidylserine+%28PS%29 = Sub+Pathway
c_pentadecanoate+%2815%3A0%29 = Compound
c_sphingosine = Compound
c_3-hydroxyisobutyrate = Compound
c_Unknown+-+16397 = Compound
c_carboxyibuprofen = Compound
c_isoeugenol+sulfate = Compound
c_indolepropionate = Compound
c_5-methyluridine+%28ribothymidine%29 = Compound
c_1-stearoyl-2-docosapentaenoyl-GPC+%2818%3A0%2F22%3A5n3%29* = Compound
c_sphinganine = Compound
c_glycosyl-N-stearoyl-sphingosine+%28d18%3A1%2F18%3A0%29 = Compound
c_2-hydroxyphenylacetate = Compound
c_hydantoin-5-propionic+acid = Compound
c_gamma-glutamylglutamate = Compound
c_Unknown+-+19438 = Compound
c_pregnenolone+sulfate = Compound
c_Unknown+-+21752 = Compound
c_1-palmitoleoyl-2-docosahexaenoyl-GPC+%2816%3A1%2F22%3A6%29* = Compound
c_behenoylcarnitine+%28C22%29* = Compound
sp_Lipid = Super+Pathway
p_Urea+cycle%3B+Arginine+and+Proline+Metabolism = Sub+Pathway
c_beta-sitosterol = Compound
c_1-%281-enyl-oleoyl%29-GPE+%28P-18%3A1%29* = Compound
c_pyrraline = Compound
c_1-linoleoyl-2-docosahexaenoyl-GPC+%2818%3A2%2F22%3A6%29* = Compound
c_N-oleoylserine = Compound
c_isovalerylglycine = Compound
c_2-aminooctanoate = Compound
c_glucuronide+of+C10H14O2+%285%29* = Compound
c_methyl-4-hydroxybenzoate+sulfate = Compound
c_3-phosphoglycerate = Compound
c_Unknown+-+21729 = Compound
c_kynurenine = Compound
c_2-keto-3-deoxy-gluconate = Compound
c_choline+phosphate = Compound
c_Unknown+-+21736 = Compound
c_Unknown+-+21735 = Compound
c_hypotaurine = Compound
c_palmitoleoyl-arachidonoyl-glycerol+%2816%3A1%2F20%3A4%29+%5B2%5D* = Compound
c_Unknown+-+21733 = Compound
c_etiocholanolone+glucuronide = Compound
c_asparagine = Compound
c_Unknown+-+22147+-+retired+for+dihydrocaffeate+sulfate+%282%29 = Compound
c_Unknown+-+17685 = Compound
p_Monoacylglycerol = Sub+Pathway
c_N-stearoyl-sphingosine+%28d18%3A1%2F18%3A0%29* = Compound
c_N-acetylglycine = Compound
c_N-stearoyltaurine = Compound
p_Bacterial%2FFungal = Sub+Pathway
c_trans-urocanate = Compound
c_docosahexaenoate+%28DHA%3B+22%3A6n3%29 = Compound
c_gluconate = Compound
c_Unknown+-+17690 = Compound
c_pimelate+%28C7-DC%29 = Compound
c_1-pentadecanoyl-2-docosahexaenoyl-GPC+%2815%3A0%2F22%3A6%29* = Compound
c_Unknown+-+15486 = Compound
c_oleoylcholine = Compound
c_sphingomyelin+%28d18%3A1%2F18%3A1%2C+d18%3A2%2F18%3A0%29 = Compound
c_1-stearoyl-2-arachidonoyl-GPI+%2818%3A0%2F20%3A4%29 = Compound
c_5-oxoproline = Compound
p_Sterol = Sub+Pathway
c_palmitoylcholine = Compound
c_adenosine+5%27-monophosphate+%28AMP%29 = Compound
c_caprate+%2810%3A0%29 = Compound
c_1-oleoyl-GPC+%2818%3A1%29 = Compound
c_propionylcarnitine+%28C3%29 = Compound
c_isoleucine = Compound
c_trigonelline+%28N%27-methylnicotinate%29 = Compound
c_N1-Methyl-4-pyridone-3-carboxamide = Compound
c_androstenediol+%283alpha%2C+17alpha%29+monosulfate+%283%29 = Compound
c_EDTA = Compound
c_N-linoleoylglycine = Compound
c_Unknown+-+17676 = Compound
