DisplayName (class=java.lang.String)
2952548 = 3.5.3.4
2951213 = carnitine
2953876 = NADP%2B
2951212 = CoA
2952546 = H%2B
2951215 = 3.1.2.20
2953874 = NADPH
2952544 = NADH
2953875 = H%2B
2953872 = 1.1.1.10
2952542 = 3-b-HSD+%2F+SDI
2951211 = acetylcarnitine
2951210 = 2.3.1.7
2952540 = CoA
2953871 = O2
p_Phenylalanine+Metabolism = Phenylalanine+Metabolism
c_Unknown+-+12822 = Unknown+-+12822
p_Phosphatidylserine+%28PS%29 = Phosphatidylserine+%28PS%29
c_pentadecanoate+%2815%3A0%29 = pentadecanoate+%2815%3A0%29
c_Unknown+-+16397 = Unknown+-+16397
c_isoeugenol+sulfate = isoeugenol+sulfate
c_5-methyluridine+%28ribothymidine%29 = 5-methyluridine+%28ribothymidine%29
c_glycosyl-N-stearoyl-sphingosine+%28d18%3A1%2F18%3A0%29 = glycosyl-N-stearoyl-sphingosine+%28d18%3A1%2F18%3A0%29
c_hydantoin-5-propionic+acid = hydantoin-5-propionic+acid
c_gamma-glutamylglutamate = gamma-glutamylglutamate
c_pregnenolone+sulfate = pregnenolone+sulfate
c_beta-sitosterol = beta-sitosterol
c_1-linoleoyl-2-docosahexaenoyl-GPC+%2818%3A2%2F22%3A6%29* = 1-linoleoyl-2-docosahexaenoyl-GPC+%2818%3A2%2F22%3A6%29*
c_2-keto-3-deoxy-gluconate = 2-keto-3-deoxy-gluconate
c_choline+phosphate = choline+phosphate
c_hypotaurine = hypotaurine
c_palmitoleoyl-arachidonoyl-glycerol+%2816%3A1%2F20%3A4%29+%5B2%5D* = palmitoleoyl-arachidonoyl-glycerol+%2816%3A1%2F20%3A4%29+%5B2%5D*
c_asparagine = asparagine
c_Unknown+-+22147+-+retired+for+dihydrocaffeate+sulfate+%282%29 = Unknown+-+22147+-+retired+for+dihydrocaffeate+sulfate+%282%29
c_Unknown+-+17685 = Unknown+-+17685
2782298 = +
2782297 = 1.17.99.3
2782294 = H2O
2782292 = NADPH
2782293 = NADP%2B
c_docosahexaenoate+%28DHA%3B+22%3A6n3%29 = docosahexaenoate+%28DHA%3B+22%3A6n3%29
2782290 = H%2B
2782291 = O2
2782289 = 1.14.13.100
c_Unknown+-+17690 = Unknown+-+17690
2782285 = H2O
2782286 = glycine
2782284 = Microbiome
2782282 = H2O
2782280 = taurine
2953809 = CoA
2953808 = BCKD
2953805 = Lysolipids
2953806 = H2O
2782279 = Microbiome
2953802 = 3.1.1.5
2782276 = H%2B
2782277 = 3-beta-hydroxy-5-cholestenoate
2953800 = adenosine
2782274 = NADP%2B
2782275 = H2O
2782272 = O2
2782273 = NADPH
p_Sterol = Sterol
2782271 = 1.14.13.15
c_adenosine+5%27-monophosphate+%28AMP%29 = adenosine+5%27-monophosphate+%28AMP%29
c_trigonelline+%28N%27-methylnicotinate%29 = trigonelline+%28N%27-methylnicotinate%29
c_N1-Methyl-4-pyridone-3-carboxamide = N1-Methyl-4-pyridone-3-carboxamide
c_EDTA = EDTA
c_Unknown+-+17676 = Unknown+-+17676
c_Unknown+-+17677 = Unknown+-+17677
2782269 = CoA
2782267 = AMP
p_Drug+-+Metabolic+ = Drug+-+Metabolic+
2782268 = PPi
2782266 = ATP
2782264 = 6.2.1.7
2782261 = glycodeoxycholate
2782262 = glycine
2782260 = 5.3.3.-
c_3-methoxytyramine+sulfate = 3-methoxytyramine+sulfate
2782139 = glycocheno+deoxycholate
2782137 = glycine
2934750 = gamma-aminobutyrate+%28GABA%29
2934751 = PLP
2782135 = Microbiome
2782136 = H2O
2782133 = +
2934754 = 2.6.1.29
2934755 = glutamate
2934752 = H%2B
2782132 = 1.14.13.15
2934753 = CO2
2934758 = alpha-KG
2782130 = +
2934757 = PLP
c_1-palmitoyl-2-dihomo-linolenoyl-GPE+%2816%3A0%2F20%3A3%29* = 1-palmitoyl-2-dihomo-linolenoyl-GPE+%2816%3A0%2F20%3A3%29*
c_eicosenoylcarnitine+%28C20%3A1%29* = eicosenoylcarnitine+%28C20%3A1%29*
2782128 = taurolithocholate
c_1-%281-enyl-palmitoyl%29-GPE+%28P-16%3A0%29* = 1-%281-enyl-palmitoyl%29-GPE+%28P-16%3A0%29*
2782129 = 4.2.1.107
2782126 = taurine
2782127 = lithocholate
2934740 = 1.4.1.3
p_Tyrosine+Metabolism = Tyrosine+Metabolism
2782125 = Microbiome
2782122 = H2O
2934743 = glutamate
2782123 = NADP%2B
2934744 = alpha-ketoglutarate
2782120 = 7-alpha-hydroxycholesterol
2934741 = H2O
2782121 = NADPH
2934742 = NH3
2934747 = H%2B
2934748 = 4.1.1.15
2934745 = NADH
c_N-acetylneuraminate = N-acetylneuraminate
2934746 = NAD%2B
c_5-dodecenoylcarnitine+%28C12%3A1%29 = 5-dodecenoylcarnitine+%28C12%3A1%29
2782119 = O2
2782117 = 1.14.13.17
2782118 = H%2B
2782115 = +
2934772 = galactose
2782116 = +
2934773 = GUT+%2F+DIET
2782113 = +
2934770 = NAD%2B
2782114 = 1.1.1.50
2934771 = galactono-+1%2C4-lactone
2782111 = 1.17.99.3
2934776 = 1.1.1.21
2782112 = +
2934777 = NADP%2B
2934774 = tagatose
2782110 = ursocholate
2934779 = H%2B
2782108 = %3F
2782109 = cholate
2782106 = beta-muricholate
2782107 = alpha-muricholate
2782104 = %3F
2782105 = chenodeoxycholate
2934762 = TCA+Cycle
2782102 = NADP%2B
2782103 = cholesterol
2934760 = GABA+SHUNT
2782100 = O2
c_tryptophan = tryptophan
2782101 = NADPH
2934769 = NADH
c_argininate* = argininate*
2934767 = 1.1.1.48
2934768 = H%2B
c_suberate+%28C8-DC%29 = suberate+%28C8-DC%29
p_Pantothenate+and+CoA+Metabolism = Pantothenate+and+CoA+Metabolism
2934790 = NAD%28P%29H
2934791 = NAD%28P%29%2B
2934794 = UTP
2934795 = galactose+1-phosphate
2934792 = 2.7.7.10
2934793 = PPi
2934798 = NAD%2B
2934796 = UDP-galactose
2934797 = 5.1.3.2
c_tiglylcarnitine+%28C5%3A1-DC%29 = tiglylcarnitine+%28C5%3A1-DC%29
c_methionine = methionine
2934780 = NADPH
2934783 = lactose
c_taurocholenate+sulfate = taurocholenate+sulfate
2934781 = galactitol+%28dulcitol%29
2934782 = 3.2.1.23
2934787 = beta-keto-+galactonate
2934788 = galactonate
2934785 = glucose
2934786 = 1.1.1.45
c_4-hydroxychlorothalonil = 4-hydroxychlorothalonil
p_Leucine%2C+Isoleucine+and+Valine+Metabolism = Leucine%2C+Isoleucine+and+Valine+Metabolism
2934789 = H%2B
c_1-dihomo-linoleoylglycerol+%2820%3A2%29 = 1-dihomo-linoleoylglycerol+%2820%3A2%29
c_palmitoyl+dihydrosphingomyelin+%28d18%3A0%2F16%3A0%29* = palmitoyl+dihydrosphingomyelin+%28d18%3A0%2F16%3A0%29*
p_Gamma-glutamyl+Amino+Acid = Gamma-glutamyl+Amino+Acid
c_malonate = malonate
2784725 = Glycolysis
2784722 = BCAA+Metabolism
c_1-docosahexaenoyl-GPC+%2822%3A6%29* = 1-docosahexaenoyl-GPC+%2822%3A6%29*
c_thiosulfate = thiosulfate
p_Drug+-+Cardiovascular = Drug+-+Cardiovascular
2784716 = Beta-oxidation
2784713 = Glycine+Serine+Threonine+Metabolism
c_Unknown+-+23369 = Unknown+-+23369
2784711 = KETONE+BODIES
2951249 = 1.4.3.5
2951246 = H2O
2952578 = CoA
2951245 = H2O2
2952579 = 3.6.1.19
c_Unknown+-+11381 = Unknown+-+11381
2952576 = 2-methylbutyrylglycine
2951247 = 3-aminopropanal
2952577 = glycine
2951242 = spermine
2952574 = 2.3.1.13
2951241 = 1.5.3.16
2951244 = O2
2951243 = FAD
2952570 = NH3
2952571 = 4.6.1.13
2951240 = H2O
c_Unknown+-+24699 = Unknown+-+24699
c_N6-carbamoylthreonyladenosine = N6-carbamoylthreonyladenosine
2784708 = 4.1.1.4
2784706 = NADPH
2784704 = NADP%2B
2784703 = 1.1.1.21
c_hexadecenedioate+%28C16%3A1-DC%29* = hexadecenedioate+%28C16%3A1-DC%29*
2784702 = NADPH
2784701 = NADP%2B
2951239 = Pi
c_pristanate = pristanate
c_16-hydroxypalmitate = 16-hydroxypalmitate
2951238 = 3-phosphoserine
2951235 = LC+3-hydroxy+dicarboxylate+acyl-CoA
2952567 = H2O2
2953898 = lactate
2951234 = H2O
2953899 = 1.11.1.9
2951237 = serine
2952565 = FAD
2953896 = H%2B
2951236 = 3.1.3.3
2952566 = H%2B
2953897 = NADH
2952563 = O2
2951230 = O2
2952564 = H2O
2953895 = NAD%2B
2951233 = trans-d2-Enoyl-coA
2953892 = H2O
2951232 = 4.2.1.17
2952562 = 1.4.3.4
2953893 = 1.1.1.27
2952560 = O2
c_glucuronide+of+piperine+metabolite+C17H21NO3+%283%29* = glucuronide+of+piperine+metabolite+C17H21NO3+%283%29*
c_palmitoleoylcarnitine+%28C16%3A1%29* = palmitoleoylcarnitine+%28C16%3A1%29*
2951268 = acetate
2952598 = Pi
2951269 = 1.1.1.21
2952599 = 2.7.1.82
2951264 = 3.5.1.15
2952596 = ATP
2952597 = Mg2%2B
2951266 = H2O
2951260 = NADH
2952592 = K%2B
2952593 = PPi
2951262 = NAD%2B
2952590 = 2.5.1.6
2951261 = H%2B
2952591 = H2O
c_1-palmityl-2-linoleoyl-GPC+%28O-16%3A0%2F18%3A2%29* = 1-palmityl-2-linoleoyl-GPC+%28O-16%3A0%2F18%3A2%29*
c_Unknown+-+11372 = Unknown+-+11372
c_Unknown+-+11378 = Unknown+-+11378
2951257 = O2
2952589 = creatine+phosphate
2951256 = FMN
2951259 = 3+beta%2C7-alpha-+dihydroxy-5-cholestenoate
2952587 = H%2B
2951258 = 1.1.1.181
2951253 = H%2B
2952585 = ATP
2952586 = ADP
2951255 = NH3
2951254 = H2O2
2952584 = 2.7.3.2
c_Unknown+-+24686 = Unknown+-+24686
2952582 = H2O
2951250 = H2O
2952580 = PPi
2934710 = Peptidase
2951289 = 1.5.3.7
2951288 = UDP-galactose
2934713 = Peptidase
2951282 = 2.7.7.12
c_1-margaroyl-2-docosahexaenoyl-GPC+%2817%3A0%2F22%3A6%29* = 1-margaroyl-2-docosahexaenoyl-GPC+%2817%3A0%2F22%3A6%29*
2934719 = Peptidase
2934716 = Peptidase
2951284 = Zn2%2B
2951283 = Fe2%2B
c_Unknown+-+12680 = Unknown+-+12680
c_cholate = cholate
p_Fatty+Acid%2C+Keto = Fatty+Acid%2C+Keto
2951279 = Peptidase
2934700 = ADSGEGDFXAEGGGVR
2787001 = PYRIMIDINE+METABOLISM
2951278 = NADH
2787003 = Aspartate+Glutamate+Metabolism
2934704 = Peptidase
2951274 = 1.6.1.2
2934701 = Peptidase
2787006 = BCAA+Metabolism
2951277 = NADPH
2951276 = NADP%2B
2934707 = Peptidase
2951271 = NADP%2B
2787009 = Pentose+Phosphate+Pathway
2934705 = SPVPDXVPGSFK
2951273 = NADPH
c_propionylglycine = propionylglycine
p_Partially+Characterized+Molecules = Partially+Characterized+Molecules
2934732 = FIBRINOGEN+CLEAVAGE+PEPTIDES
2934733 = 1.2.1.24
2787012 = Arginine+Metabolism+And+Urea+Cycle
2787014 = Microbiome
2934736 = succinate+semialdehyde
2787015 = taurine
2934737 = NAD%2B
2787016 = taurodeoxycholate
2934734 = H2O
2787017 = deoxycholate
2934735 = NADH
2787018 = Microbiome
2787019 = chenodeoxycholate
2934738 = H%2B
p_Fatty+Acid+Metabolism%28Acyl+Glycine%29 = Fatty+Acid+Metabolism%28Acyl+Glycine%29
2934739 = succinate
c_N-acetylmethionine = N-acetylmethionine
c_Unknown+-+23314 = Unknown+-+23314
c_5alpha-pregnan-diol+disulfate = 5alpha-pregnan-diol+disulfate
2787020 = taurine
2787021 = H2O
2787022 = taurocheno+deoxycholate
2934722 = 3.4.21.5
2787023 = Microbiome
2787024 = glycine
2787025 = H2O
2787026 = glycocheno+deoxycholate
2934726 = Peptidase
2951296 = 2.7.4.9
2787028 = Detox
2951299 = ATP
2934724 = fibrinogen
2787029 = glycolithocholate
2951298 = ADP
2934729 = Peptidase
2951293 = 2%2C3%2C4%2C5-tetrahydropiperidine-+2-carboxylate
2951292 = pipecolate
2951295 = FAD
2951294 = O2
c_imidazole+lactate = imidazole+lactate
2951291 = H2O2
2951290 = H%2B
2952619 = ATP
2953949 = 5.3.3.-
c_glycolithocholate+sulfate* = glycolithocholate+sulfate*
2952615 = H%2B
2953946 = serine
2952616 = Zn2%2B
2953947 = ethanolamine
2952613 = 2.7.1.35
2953944 = 2.7.8.29
2952614 = ADP
2952611 = Pi
c_p-cresol-glucuronide* = p-cresol-glucuronide*
2953943 = 3-methylglutaconate
2953940 = CoA
2952610 = H2O
2953941 = H2O
2952608 = 3.1.3.5
2953939 = 3.1.2.20
2952606 = inositol+hexakisphosphate
2953937 = NADH
2952604 = H%2B
2952605 = 2.7.1.158
2953936 = NAD%2B
c_Unknown+-+24747 = Unknown+-+24747
2952603 = ADP
2953934 = 1.2.1.3
2952600 = ATP
2953931 = Microbiome
c_N-acetylphenylalanine = N-acetylphenylalanine
c_Unknown+-+11438 = Unknown+-+11438
2937000 = acetyl+CoA
2937001 = 1.2.1.3
2937002 = H2O
2951309 = NH3
2951308 = H2O
c_Unknown+-+12730 = Unknown+-+12730
2937007 = indoleacetate
2951305 = ADP
2953968 = BILE+ACID+METABOLISM
c_lactosyl-N-behenoyl-sphingosine+%28d18%3A1%2F22%3A0%29* = lactosyl-N-behenoyl-sphingosine+%28d18%3A1%2F22%3A0%29*
2937008 = serotonin+O-methyltransferase
2951304 = Mg2%2B
2952638 = 3-b-HSD+%2F+SDI
2953969 = KETONE+BODIES
2937009 = tetrahydrofolate
2951307 = 1.4.3.4
2952635 = Mg2%2B
2953966 = SORBITOL+AND+GLYCEROL+METABOLISM
2952636 = ATP
2953967 = FATTY+ACID+METABOLISM
2951301 = 2.7.1.17
2953964 = BETA-OXIDATION
2937004 = NADH
2952634 = PPi
2953965 = METHIONINE+CYSTEINE+METABOLISM
2937005 = NAD%2B
2952631 = NADP%2B
2953962 = TRYPTOPHAN+METABOLISM
2937006 = H%2B
2951302 = ATP
2952632 = 2.7.7.2
2953963 = ENDOCANNABINOID+SYNTHESIS
2953960 = H%2B
2953961 = BCAA+METABOLISM
c_Unknown+-+12739 = Unknown+-+12739
c_Unknown+-+12740 = Unknown+-+12740
2953959 = NADH
2952629 = H%2B
2952626 = 1.1.1.50
2952627 = NADPH
2953958 = NAD%2B
2952624 = 3a%2C11b%2C21-trihydroxy-+20-oxo-5b-pregnan-18-al
2953955 = 1.1.1.50
2952625 = NAD%2B
2952622 = NADH
2952620 = 1.1.1.50
2952621 = H%2B
2953952 = 2.7.1.153
2937021 = ACMSD
2937023 = CO2
2937024 = aminocarboxymuconate+semialdehyde
2937020 = indolepyruvate
2937029 = 1.14.16.4
2951327 = glutamate
2952659 = 5.1.99.1
2951326 = valine
2951329 = +
2953988 = PANTOTHENATE+%28VIT+B5%29+and+CoA+METABOLISM
2951328 = 4.2.1.107
2953989 = PYRIMIDINE+METABOLISM
2937025 = 1.13.11.52
2951323 = 2.6.1.42
2952655 = H%2B
2953986 = PYRIDOXAL+%28VitB6%29+METABOLISM
2951322 = alpha-hydroxyisocaproate
2952656 = taurine
2953987 = CARNITINE+BIOSYNTHESIS
2937027 = 6-hydroxymelatonin
2951325 = alpha-KG
2952653 = 2.3.1.65
2953984 = THYROID+HORMONE+SYNTHESIS
2937028 = O2
2952654 = CoA
2953985 = ASPARTATE+GLUTAMATE+METABOLISM
2952651 = porphobilinogen
2953982 = MEVALONATE+METABOLISM
2953983 = HISTIDINE+METABOLISM
2953980 = GLYCOGEN+METABOLISM
c_theobromine = theobromine
2951320 = %3F
2952650 = Zn2%2B
2953981 = PROTEIN+DEGRADATION
2949003 = DAG
2949002 = 2.7.8.27
2949001 = 4%27-phosphopantothenoyl-cysteine
2949000 = Mg2%2B
2949007 = 2.4.1.17
2949006 = PC
2949005 = Sphingomyelins
2949004 = Ceramides
c_Unknown+-+12714 = Unknown+-+12714
2949008 = 2-methoxy-estradiol-17b+3-glucuronide
2937010 = 5-methoxytryptamine
2937012 = 1.2.3.1
2937013 = H2O
2937018 = 1.4.3.2
2951316 = 3.4.17.21
2952648 = H2O
2953979 = XENOBIOTIC%3A+Tobacco+Metabolite
2952649 = H%2B
2953977 = POLYAMINE+METABOLISM
c_dopamine+4-sulfate = dopamine+4-sulfate
2952647 = 4.2.1.24
2953978 = XENOBIOTIC%3A+Xanthine+Metabolism
2937014 = 5-hydroxyindoleacetate
2951312 = FAD
2952644 = 3.1.3.25
2953975 = ASCORBATE+METABOLISM
2937015 = O2
2951311 = H2O2
2953976 = XENOBIOTIC%3A+Chemical
2937016 = H2O2
2951314 = O2
2952642 = H%2B
2953973 = INOSITOL+METABOLISM
2937017 = 5-hydroxyindoleacetaldehyde
2952643 = NAD%2B
2953974 = GLYCOSYLATION
2952640 = NADH
2953971 = GALACTOSE+METABOLISM
c_Unknown+-+12729 = Unknown+-+12729
2953972 = SECONDARY+BILE+ACIDS
2951310 = H%2B
c_15-methylpalmitate+%28i17%3A0%29 = 15-methylpalmitate+%28i17%3A0%29
2953970 = SPHINGOLIPID+METABOLISM
c_Unknown+-+12726 = Unknown+-+12726
2937045 = anthranilate
2937046 = H2O
2937041 = O2
2937042 = 3.7.1.3
2950018 = 2.3.1.7
2951349 = H%2B
2950017 = Short-chain+acylglycine
c_trimethylamine+N-oxide = trimethylamine+N-oxide
2950019 = CoA
2937047 = H%2B
2951345 = 4-fumaryl-acetoacetate
2937048 = PLP
2950013 = 2.3.1.13
2951344 = GSH
2937049 = 5.3.3.-
2950016 = CoA
2950015 = glycine
2951346 = 1.5.1.-
2952676 = 2.3.1.85
2949021 = FADH2
2950010 = cholesterol+sulfate
2952673 = 1.13.11.53
2949020 = 19-hydroxyandrost-+4-ene-3%2C17-dione
2952674 = 3-methylthiopropionic+acid
2950012 = SO4
2950011 = H2O
2951342 = 5.2.1.2
2952672 = ADP
2949025 = 2.8.2.4
2949024 = H2O
2952670 = ATP
2949023 = FAD
2949022 = O2
2949029 = A+3%27-5%27-PP
c_Unknown+-+24272+-+retired+for+3-hydroxyhippurate+sulfate = Unknown+-+24272+-+retired+for+3-hydroxyhippurate+sulfate
2949028 = 3%27-phosphoadenylyl+sulfate
2949027 = estrone+sulfate
2937032 = dihydrobiopterin
2937033 = O2
2937034 = 5-hydroxy-L-tryptophan
2937035 = tetrahydrobiopterin
c_phenylalanylleucine = phenylalanylleucine
2937030 = H2O
2950007 = chenodeoxycholoyl-CoA
2951338 = 22%3A5n6
2950006 = +
2951337 = beta-ox
2952668 = 2.7.4.2
2953999 = XENOBIOTIC%3A+Drug
2950008 = 3.1.6.2
2951339 = 22%3A6n3
2937036 = 1.13.11.52
2950003 = Pi
2951334 = glutamate
2952666 = H2O
2953997 = TCA+CYCLE
2950002 = 1%2C3-biphosphoglycerate
2951333 = PLP
2952667 = 5-hydroxyindoleacetate
2953998 = PHENYLALANINE+TYROSINE+METABOLISM
2937038 = protoheme+IX
2950005 = 2.3.1.176
2951336 = 2-oxoadipate
2952664 = H2O2
2953995 = CHOLESTEROL+AND+VITAMIN-D+SYNTHESIS
2937039 = H%2B
2950004 = NAD%2B
2951335 = alpha-KG
2952665 = 5-hydroxyindoleacetaldehyde
2953996 = Mg2%2B
2949010 = UDP-glucuronate
2951330 = +
2952662 = 1.2.3.1
2953993 = FIBRINOGEN+CLEAVAGE+PEPTIDES
2952663 = O2
2953994 = PHOSPHOLIPID+METABOLISM
2951332 = 2-aminoadipate
2953991 = DICARBOXYLIC+ACID+METABOLISM
2950000 = NADH
2951331 = 2.6.1.39
2953992 = PROLINE+METABOLISM
2949014 = formate
2949013 = Co2%2B
2953990 = GABA+SHUNT
2949012 = 3.5.1.31
2949011 = UDP
2949018 = 1.14.14.1
2949016 = H2O
2949015 = N-formyl-L-methionine
2949019 = 19-oxoandrost-+4-ene-3%2C17-dione
c_1-myristoylglycerol+%2814%3A0%29 = 1-myristoylglycerol+%2814%3A0%29
2752300 = PANTOTHENATE+%28VIT+B5%29+and+CoA+METABOLISM
2782199 = 1.1.1.181
2782197 = H%2B
2782195 = NADPH
2782196 = NADP%2B
2782193 = 1.1.1.181
2782194 = 7alpha%2C25-dihydroxy-+4-cholesten-3-one
2782191 = NADH
2782192 = H%2B
2782190 = NAD%2B
c_3beta-hydroxy-5-cholestenoate = 3beta-hydroxy-5-cholestenoate
2782188 = 7-alpha-hydroxy-3-+oxo-4-cholestenoate
2782189 = 3+beta%2C7-alpha-+dihydroxy-5-cholestenoate
p_Fatty+Acid+Metabolism%28Acyl+Carnitine%29 = Fatty+Acid+Metabolism%28Acyl+Carnitine%29
2782186 = NADPH
2782187 = 1.1.1.181
2782184 = NADP%2B
2782185 = O2
2782182 = cholest-5-ene-3beta%2C26-diol
2782183 = H2O
2782180 = H%2B
2782181 = 7-alpha%2C27-dihydroxycholesterol
c_glycosyl+ceramide+%28d18%3A2%2F24%3A1%2C+d18%3A1%2F24%3A2%29* = glycosyl+ceramide+%28d18%3A2%2F24%3A1%2C+d18%3A1%2F24%3A2%29*
c_creatinine = creatinine
c_3-phenylpropionate+%28hydrocinnamate%29 = 3-phenylpropionate+%28hydrocinnamate%29
c_Unknown+-+18899 = Unknown+-+18899
2953908 = 1.2.1.31
2953906 = prostaglandin+I2
p_Glycine%2C+Serine+and+Threonine+Metabolism = Glycine%2C+Serine+and+Threonine+Metabolism
2953904 = GSSG
2953905 = 5.3.99.4
2953903 = GSH
2782179 = 1.14.13.17
2953900 = selenide
2782177 = 7+alpha%2C24-dihydroxy-+4-cholesten-3-one
2782178 = NADP%2B
c_2-hydroxyglutarate = 2-hydroxyglutarate
2782175 = H%2B
2782176 = NADPH
c_heneicosapentaenoate+%2821%3A5n3%29 = heneicosapentaenoate+%2821%3A5n3%29
2782173 = 1.1.1.181
2782174 = %2824S%29-cholest-5-ene-+3beta%2C7alpha%2C24-triol
2782171 = +
c_oleoyl+ethanolamide = oleoyl+ethanolamide
2782170 = 1.14.13.15
c_N-palmitoylserine = N-palmitoylserine
c_1-stearoyl-2-adrenoyl-GPC+%2818%3A0%2F22%3A4%29* = 1-stearoyl-2-adrenoyl-GPC+%2818%3A0%2F22%3A4%29*
c_3-hydroxyoleate* = 3-hydroxyoleate*
2782168 = H%2B
2782169 = CoA
2782166 = taurocholate
2782167 = choloyl-CoA
2782164 = 2.3.1.65
2782165 = taurine
2782160 = +
2782161 = Microbiome
c_epiandrosterone+sulfate = epiandrosterone+sulfate
2953928 = 1.3.99.12
2953926 = FAD
2953924 = H2O
2953922 = NH4%2B
2782158 = 2.3.1.176
2953923 = O2
2782155 = Microbiome
2953920 = 1.4.3.4
2782156 = deoxycholate
2953921 = H2O2
2782153 = glycocholate
2782154 = glycocholenate+sulfate
2782152 = Detox
2782150 = +
c_1-myristoyl-2-palmitoyl-GPC+%2814%3A0%2F16%3A0%29 = 1-myristoyl-2-palmitoyl-GPC+%2814%3A0%2F16%3A0%29
c_1%2C2%2C3-benzenetriol+sulfate+%282%29 = 1%2C2%2C3-benzenetriol+sulfate+%282%29
c_Unknown+-+18888 = Unknown+-+18888
2953919 = NADP%2B
2953917 = NADPH
c_Unknown+-+18886 = Unknown+-+18886
c_Unknown+-+18887 = Unknown+-+18887
2953916 = H%2B
2782149 = 5.1.99.4
2953914 = 1.3.1.48
2782146 = 1.14.13.15
2953911 = NAD%2B
2953912 = H%2B
2782144 = CoA
2782145 = H2O
2953910 = NADH
2782143 = H%2B
c_1-margaroyl-2-arachidonoyl-GPC+%2817%3A0%2F20%3A4%29* = 1-margaroyl-2-arachidonoyl-GPC+%2817%3A0%2F20%3A4%29*
2782140 = 3.1.2.27
2782141 = chenodeoxycholoyl-CoA
c_palmitoyl-arachidonoyl-glycerol+%2816%3A0%2F20%3A4%29+%5B1%5D* = palmitoyl-arachidonoyl-glycerol+%2816%3A0%2F20%3A4%29+%5B1%5D*
2807400 = 1.2.3.1
2807406 = H%2B
2807405 = N1-methyl-+2-pyridone-+5-carboxamide
2807408 = 6.3.4.21
2807407 = O2
2807402 = H2O2
c_glycoursodeoxycholate = glycoursodeoxycholate
2807401 = %5B2Fe-2S%5D
c_3-hydroxyoctanoate = 3-hydroxyoctanoate
2807404 = H2O
2786861 = H2O
2952299 = UDP
2786862 = 3.1.3.5
2935725 = BCAA+Metabolism
2952297 = testosterone+glucuronide
2952298 = UDP-glucuronate
c_choline = choline
2786865 = 3.5.1.6
2952295 = 2.4.1.17
2807409 = H%2B
2786866 = NH3
c_glutarylcarnitine+%28C5-DC%29 = glutarylcarnitine+%28C5-DC%29
2952293 = NADP%2B
2935728 = Glycolysis
2786868 = H%2B
2952294 = NADPH
2786869 = beta-alanine
2952290 = O2
2807411 = H2O
2807416 = ADP
2807419 = Pi
2807418 = 3.1.3.5
2807413 = PPi
c_eicosanodioate+%28C20-DC%29 = eicosanodioate+%28C20-DC%29
2935711 = ATP
2807412 = Pi
2935710 = ADP
2786870 = Zn2%2B
2807414 = ATP
2786871 = H2O
c_10-nonadecenoate+%2819%3A1n9%29 = 10-nonadecenoate+%2819%3A1n9%29
2786872 = CO2
2952288 = H2O
2786873 = 3.5.4.5
2952289 = H%2B
2935714 = MEVALONATE+METABOLISM
2952286 = H2O
2952287 = 1.14.13.100
c_1-linoleoyl-GPG+%2818%3A2%29* = 1-linoleoyl-GPG+%2818%3A2%29*
2786876 = 3.1.3.5
2952284 = acetoacetyl-CoA
2935719 = Beta-oxidation
2952285 = CoA
2952282 = H%2B
2935717 = Cholesterol+And+Vitamin-D+Synthesis
2786879 = 2.7.4.6
2952280 = 2.3.3.10
2952281 = %28S%29-3-hydroxy-+3-methylglutaryl-CoA
2935741 = tyramine
2935740 = H2O2
2935745 = O2
2935744 = NH3
2935743 = %284-hydroxyphenyl-%29+acetaldehyde
2786881 = ADP
2935742 = H2O
2786882 = ATP
2935749 = 3-methoxy-4-+hydroxyphenylglycolaldehyde
2935748 = H%2B
2786884 = 2.7.7.7
2935747 = H2O
2935746 = 1.2.1.5
2786886 = PPi
2786888 = 2.7.7.6
p_Secondary+Bile+Acid+Metabolism = Secondary+Bile+Acid+Metabolism
c_1-palmityl-2-oleoyl-GPC+%28O-16%3A0%2F18%3A1%29* = 1-palmityl-2-oleoyl-GPC+%28O-16%3A0%2F18%3A1%29*
c_5alpha-androstan-3alpha%2C17beta-diol+monosulfate+%281%29 = 5alpha-androstan-3alpha%2C17beta-diol+monosulfate+%281%29
2786891 = PPi
2786892 = 3.5.2.3
2786893 = H2O
2935738 = phenol+sulfate
2935737 = phenol
2935736 = SULF
2786896 = 3.6.1.5
2935735 = Ubiquinone+metabolism
2786899 = 5.3.3.-
2935739 = 1.4.3.4
c_ceramide+%28d18%3A1%2F20%3A0%2C+d16%3A1%2F22%3A0%2C+d20%3A1%2F18%3A0%29* = ceramide+%28d18%3A1%2F20%3A0%2C+d16%3A1%2F22%3A0%2C+d20%3A1%2F18%3A0%29*
2807442 = ADP
c_5alpha-androstan-3alpha%2C17beta-diol+monosulfate+%282%29 = 5alpha-androstan-3alpha%2C17beta-diol+monosulfate+%282%29
2807443 = ATP
2807440 = 2.7.1.23
2935763 = phenylalanine
2935762 = 1.14.16.1
2935761 = phenylacetate
2935760 = 3-hydroxyphenylacetate
2935767 = 4alpha-hydroxy-+tetrahydrobiopterin
2807445 = NICOTINATE+AND+NICOTINAMIDE+METABOLISM
2935766 = tetrahydrobiopterin
2935765 = Fe2%2B
2807447 = Energy+Status
2935764 = O2
2935769 = 1.13.11.27
2935768 = tyrosine
c_saccharin = saccharin
